text,label,source,type
"La création d'une SARL (Société à Responsabilité Limitée) en Côte d'Ivoire se fait exclusivement auprès du Guichet Unique du CEPICI (Centre de Promotion des Investissements en Côte d'Ivoire), qui centralise toutes les formalités de création d'entreprise en un seul lieu, afin d'éviter aux créateurs de passer par plusieurs administrations séparées (impôts, greffe du tribunal de commerce, sécurité sociale, etc.).",creation_entreprise,Procédure de création de SARL — Guichet Unique CEPICI (Centre de Promotion des Investissements en Côte d'Ivoire),article
Comment fait-on pour : la création d'une SARL (Société à Responsabilité Limitée) en Côte d'Ivoire se fait exclusivement auprès,creation_entreprise,Procédure de création de SARL — Guichet Unique CEPICI (Centre de Promotion des Investissements en Côte d'Ivoire),query_variant
"La procédure de création d'une SARL au CEPICI comprend cinq grandes étapes : premièrement, la rédaction des statuts de la société, généralement chez un notaire ; deuxièmement, l'ouverture d'un compte bancaire au nom de la société en formation et le dépôt du capital social ; troisièmement, le dépôt du dossier complet de création au Guichet Unique du CEPICI ; quatrièmement, le paiement des frais de création ; cinquièmement, le retrait des documents officiels de l'entreprise (RCCM, attestation fiscale, immatriculation CNPS).",creation_entreprise,Procédure de création de SARL — Guichet Unique CEPICI (Centre de Promotion des Investissements en Côte d'Ivoire),article
"Peux-tu m'expliquer la procédure pour : la procédure de création d'une SARL au CEPICI comprend cinq grandes étapes : premièrement, la",creation_entreprise,Procédure de création de SARL — Guichet Unique CEPICI (Centre de Promotion des Investissements en Côte d'Ivoire),query_variant
"La première étape de la création d'une SARL consiste à faire rédiger les statuts de la société, le plus souvent par un notaire, qui précisent notamment la dénomination sociale, l'objet social, le montant du capital social, la répartition des parts sociales entre associés et l'identité du ou des gérants de la société.",creation_entreprise,Procédure de création de SARL — Guichet Unique CEPICI (Centre de Promotion des Investissements en Côte d'Ivoire),article
Quelles sont les étapes pour : la première étape de la création d'une SARL consiste à faire rédiger les statuts de,creation_entreprise,Procédure de création de SARL — Guichet Unique CEPICI (Centre de Promotion des Investissements en Côte d'Ivoire),query_variant
"La deuxième étape consiste à ouvrir un compte bancaire au nom de la société en formation et à y déposer le capital social souscrit par les associés. La banque délivre ensuite une attestation de dépôt de capital, document indispensable pour la suite du dossier de création au CEPICI.",creation_entreprise,Procédure de création de SARL — Guichet Unique CEPICI (Centre de Promotion des Investissements en Côte d'Ivoire),article
J'ai une question sur la création d'entreprise : la deuxième étape consiste à ouvrir un compte bancaire au nom de la société en,creation_entreprise,Procédure de création de SARL — Guichet Unique CEPICI (Centre de Promotion des Investissements en Côte d'Ivoire),query_variant
"Le dossier de création d'une SARL à déposer au Guichet Unique du CEPICI comprend treize documents, parmi lesquels : les statuts signés de la société, l'attestation de dépôt de capital délivrée par la banque, une copie de la pièce d'identité de chaque associé et du gérant, un justificatif de l'adresse du siège social de la société, et une déclaration de non-condamnation du ou des gérants.",creation_entreprise,Procédure de création de SARL — Guichet Unique CEPICI (Centre de Promotion des Investissements en Côte d'Ivoire),article
Que faut-il faire pour : le dossier de création d'une SARL à déposer au Guichet Unique du CEPICI comprend treize,creation_entreprise,Procédure de création de SARL — Guichet Unique CEPICI (Centre de Promotion des Investissements en Côte d'Ivoire),query_variant
