text,label,source,type
"La procédure pénale doit, sauf exception prévue par la loi, garantir la séparation des fonctions de poursuite, d'instruction et de jugement.",droit_penal,"Code de procedure penale, art. 1",article
"Que prévoit la loi ivoirienne concernant : la procédure pénale doit, sauf exception prévue par la loi, garantir la séparation des",droit_penal,"Code de procedure penale, art. 1",query_variant
Toute personne mise en cause ou poursuivie est présumée innocente jusqu'à ce que sa culpabilité ait été judiciairement établie.,droit_penal,"Code de procedure penale, art. 2",article
Peux-tu m'expliquer ce que dit le droit ivoirien sur : toute personne mise en cause ou poursuivie est présumée innocente jusqu'à ce que sa,droit_penal,"Code de procedure penale, art. 2",query_variant
"Les mesures de contrainte dont peut faire l'objet la personne mise en cause poursuivie sont prises sous le contrôle de l'autorité judiciaire. Elles doivent être limitées aux nécessités de la procédure, proportionnées à la gravité de l'infraction reprochée, et ne doivent pas porter atteinte à la dignité de la personne.",droit_penal,"Code de procedure penale, art. 3",article
J'ai une question de procédure pénale sur : les mesures de contrainte dont peut faire l'objet la personne mise en cause poursuivie,droit_penal,"Code de procedure penale, art. 3",query_variant
Les droits des parties sont garantis tout au long du procès pénal par l'autorité judiciaire. Le procès pénal doit être équitable et contradictoire. La personne poursuivie a le droit d'être informée des charges retenues contre elle et d'être assistée par un conseil.,droit_penal,"Code de procedure penale, art. 4",article
J'ai une question de procédure pénale sur : les droits des parties sont garantis tout au long du procès pénal par l'autorité,droit_penal,"Code de procedure penale, art. 4",query_variant
Il doit être définitivement statué sur la cause de toute personne poursuivie dans un délai raisonnable. Toute personne condamnée a le droit de faire examiner sa cause par une juridiction supérieure. TITRE II : DISPOSITIONS GENERALES,droit_penal,"Code de procedure penale, art. 5",article
Dans quel cas la loi prévoit-elle que il doit être définitivement statué sur la cause de toute personne poursuivie dans un,droit_penal,"Code de procedure penale, art. 5",query_variant
"L'action publique pour l’application de la loi pénale est mise en mouvement et exercée par les magistrats ou fonctionnaires auxquels elle est confiée par la loi. Cette action peut aussi être mise en mouvement par la partie lésée, dans les conditions déterminées par le présent Code.",droit_penal,"Code de procedure penale, art. 6",article
Que prévoit la loi ivoirienne concernant : l'action publique pour l’application de la loi pénale est mise en mouvement et exercée,droit_penal,"Code de procedure penale, art. 6",query_variant
"L'action civile en réparation du dommage causé par un crime, un délit ou une contravention, appartient à tous ceux qui ont personnellement souffert du dommage directement causé par l'infraction. La renonciation à l'action civile ne peut arrêter, ni suspendre l'exercice de l'action publique, sous réserve des cas visés à l'alinéa 3 de l'article 11.",droit_penal,"Code de procedure penale, art. 7",article
"Quelles sont les règles applicables en matière de : l'action civile en réparation du dommage causé par un crime, un délit ou une",droit_penal,"Code de procedure penale, art. 7",query_variant
"L'action civile peut être exercée en même temps que l’action publique et devant la même juridiction. Elle est recevable pour tous chefs de dommages matériels, corporels ou moraux, qui découlent des faits objets de la poursuite. Les associations légalement constituées peuvent se constituer partie civile pour la défense des intérêts collectifs. Elles peuvent également se constituer partie civile pour la défense des intérêts individuels des personnes physiques victimes, conformément à leurs statuts et dans les conditions prévues par la loi. La partie lésée est recevable à réclamer devant la jurid",droit_penal,"Code de procedure penale, art. 8",article
Dans quel cas la loi prévoit-elle que l'action civile peut être exercée en même temps que l’action publique et devant la,droit_penal,"Code de procedure penale, art. 8",query_variant
"L'action civile peut être aussi exercée séparément de l'action publique. Toutefois, il est sursis au jugement de cette action exercée devant la juridiction civile tant qu'il n'a pas été prononcé définitivement sur l'action publique lorsque celle-ci a été mise en mouvement.",droit_penal,"Code de procedure penale, art. 9",article
"Que prévoit la loi ivoirienne concernant : l'action civile peut être aussi exercée séparément de l'action publique. toutefois, il est sursis",droit_penal,"Code de procedure penale, art. 9",query_variant
La partie qui a exercé son action devant la juridiction civile compétente ne peut la porter devant la juridiction répressive. Il n'en est autrement que si celle-ci a été saisie par le ministère public avant qu'un jugement sur le fond ait été rendu par la juridiction civile.,droit_penal,"Code de procedure penale, art. 10",article
J'ai une question de procédure pénale sur : la partie qui a exercé son action devant la juridiction civile compétente ne peut,droit_penal,"Code de procedure penale, art. 10",query_variant
"L'action publique pour l'application de la loi pénale s'éteint par la mort de la personne poursuivie, la prescription, l'amnistie, l'abrogation de la loi pénale et la chose jugée. Toutefois, si des poursuites ayant entraîné condamnation ont révélé la fausseté du jugement ou de l'arrêt qui a déclaré l'action publique éteinte, l'action publique pourra être reprise ; la prescription doit alors être considérée comme suspendue depuis le jour où le jugement ou arrêt était devenu définitif jusqu'à celui de la condamnation du coupable de faux ou usage de faux. Elle peut, en outre, s'éteindre par trans",droit_penal,"Code de procedure penale, art. 11",article
J'ai une question de procédure pénale sur : l'action publique pour l'application de la loi pénale s'éteint par la mort de la,droit_penal,"Code de procedure penale, art. 11",query_variant
"(LOI N°2022-192 DU 11 MARS 2022) En matière de crime, l’action publique se prescrit par dix années révolues à compter du jour où le crime a été commis si, dans cet intervalle, il n’a été fait aucun acte d’instruction ou de poursuite. S’il en a été effectué dans cet intervalle, elle ne se prescrit qu’après dix années révolues à compter du dernier acte. Il en est ainsi même à l’égard des personnes qui ne seraient pas impliquées dans cet acte d’instruction ou de poursuite. Toutefois, les crimes contre l’humanité, le génocide, les crimes de guerre et le crime d’agression sont imprescriptibles. En ",droit_penal,"Code de procedure penale, art. 12 NOUVEAU",article
"J'ai une question de procédure pénale sur : (loi n°2022-192 du 11 mars 2022) en matière de crime, l’action publique se prescrit",droit_penal,"Code de procedure penale, art. 12 NOUVEAU",query_variant
"La transaction est possible en matière délictuelle et contraventionnelle jusqu'au prononcé du jugement non susceptible d'opposition sauf dans les cas suivants : 1°) les infractions commises sur les mineurs ou les personnes incapables de se protéger ; 2°) les vols commis avec les circonstances aggravantes ; 3°) les infractions à la législation sur les stupéfiants, les substances psychotropes et vénéneuses ; 4°) les délits commis en matière de terrorisme ; 5°) les délits en matière de blanchiment des capitaux et de financement du terrorisme ; 6°) les attentats aux mœurs ; 7°) les évasions ; 8°) ",droit_penal,"Code de procedure penale, art. 13",article
Dans quel cas la loi prévoit-elle que la transaction est possible en matière délictuelle et contraventionnelle jusqu'au prononcé du jugement non,droit_penal,"Code de procedure penale, art. 13",query_variant
"La transaction consiste au paiement d'une amende proposée par le procureur de la République dans les limites de la peine d'amende prévue par la loi pour l'infraction constatée et acceptée par le délinquant. Au cours de la transaction, les parties peuvent se faire assister d'un conseil. S'il existe une victime, le procureur de la République est tenu d'aviser celle-ci du projet de transaction et recueille ses avis et observations préalables. La transaction vaut reconnaissance de l'infraction. Elle comporte, en outre, la saisie des instruments ayant servi à commettre l'infraction et des produits ",droit_penal,"Code de procedure penale, art. 14",article
Quelles sont les règles applicables en matière de : la transaction consiste au paiement d'une amende proposée par le procureur de la république,droit_penal,"Code de procedure penale, art. 14",query_variant
"Le procès-verbal contient les renseignements sur l'identité des parties, le montant de l'amende et mention du paiement de celle-ci et, s'il y a lieu, les saisies ou restitutions. Ces renseignements sont mentionnés sur un registre tenu au parquet à cet effet.",droit_penal,"Code de procedure penale, art. 15",article
"Dans quel cas la loi prévoit-elle que le procès-verbal contient les renseignements sur l'identité des parties, le montant de l'amende et",droit_penal,"Code de procedure penale, art. 15",query_variant
"Lorsqu'il existe une victime, le procès-verbal doit contenir outre les mentions énumérées à l'article précédent : 1°) l'accord du délinquant, du civilement responsable ou assureur de celui-ci de transiger sur l'action civile ; 2°) l'accord de la victime, de son représentant légal ou ayant cause de transiger sur l'action civile ; 3°) le montant convenu des réparations civiles et mention de leur paiement, le cas échéant. Ce procès-verbal est signé par le procureur de la République et les parties.",droit_penal,"Code de procedure penale, art. 16",article
"Peux-tu m'expliquer ce que dit le droit ivoirien sur : lorsqu'il existe une victime, le procès-verbal doit contenir outre les mentions énumérées à l'article",droit_penal,"Code de procedure penale, art. 16",query_variant
"Dans le cas visé à l'article précédent, le procès-verbal est transmis pour homologation, au président du tribunal ou au juge par lui désigné. Le greffier en chef y appose la formule exécutoire. Le procès-verbal vaut preuve jusqu'à inscription de faux à l'égard de tous, de sa date et des déclarations qui y sont consignées. Il est conservé au rang des minutes. Il n'est susceptible d'aucune voie de recours.",droit_penal,"Code de procedure penale, art. 17",article
"Peux-tu m'expliquer ce que dit le droit ivoirien sur : dans le cas visé à l'article précédent, le procès-verbal est transmis pour homologation, au",droit_penal,"Code de procedure penale, art. 17",query_variant
"Le refus de transiger de la victime ne fait pas obstacle à la transaction sur l'action publique entre le procureur de la République et le délinquant. La victime qui n'a pu obtenir de transiger avec le délinquant est renvoyé à se pourvoir devant la juridiction répressive pour qu'il soit statué sur les intérêts civils. La juridiction répressive saisie d'une action civile avant la transaction sur l'action publique, peut accorder à la partie civile et à sa demande des dommages-intérêts. La transaction intervenue sur les intérêts civils éteint l'action civile.",droit_penal,"Code de procedure penale, art. 18",article
J'ai une question de procédure pénale sur : le refus de transiger de la victime ne fait pas obstacle à la transaction,droit_penal,"Code de procedure penale, art. 18",query_variant
"L'action civile ne peut être engagée après l'expiration du délai de prescription de l'action publique. Lorsqu'il a été définitivement statué sur l'action publique et si une condamnation pénale a été prononcée, l'action civile mise en mouvement se prescrit par trente (30) ans. L'action civile est soumise à tous autres égards aux règles du Code civil.",droit_penal,"Code de procedure penale, art. 19",article
Quelles sont les règles applicables en matière de : l'action civile ne peut être engagée après l'expiration du délai de prescription de l'action,droit_penal,"Code de procedure penale, art. 19",query_variant
"Toute partie lésée, autre que celles définies à l'article 7 alinéa 1, peut intervenir devant la juridiction répressive déjà saisie, en vue de réclamer la réparation du préjudice matériel qu'elle a subi, résultant de la faute de l'auteur de l'infraction. Les dispositions de l'article 10 sont applicables à l'exercice de cette action.",droit_penal,"Code de procedure penale, art. 20",article
"Dans quel cas la loi prévoit-elle que toute partie lésée, autre que celles définies à l'article 7 alinéa 1, peut intervenir",droit_penal,"Code de procedure penale, art. 20",query_variant
"Lorsqu'il apparaît au cours des poursuites que les dommages subis sont en totalité ou en partie, garantis par un contrat d'assurance souscrit par l'auteur de l'infraction ou le civilement responsable, l'assureur, s'il est connu, est cité devant la juridiction répressive, en même temps que l'assuré. L'assureur peut également intervenir, même pour la première fois, en cause d'appel. Dans la limite du montant garanti par le contrat, l'assureur, au même titre que le prévenu ou le civilement responsable, est tenu au paiement des condamnations civiles prononcées au profit de la victime. LIVRE II : E",droit_penal,"Code de procedure penale, art. 21",article
J'ai une question de procédure pénale sur : lorsqu'il apparaît au cours des poursuites que les dommages subis sont en totalité ou,droit_penal,"Code de procedure penale, art. 21",query_variant
"Sauf dans les cas où la loi en dispose autrement et sans préjudice des droits de la défense, les procédures au cours de l'enquête et de l'instruction sont secrètes. Toute personne qui concourt à cette procédure est tenue au secret professionnel dans les conditions et sous les peines des dispositions du Code pénal qui en répriment la violation. Toutefois, le procureur de la République peut rendre publics des éléments de la procédure sous réserve du secret de l'enquête et de l'information. CHAPITRE 1 : POLICE JUDICIAIRE SECTION 1 : DISPOSITIONS GENERALES",droit_penal,"Code de procedure penale, art. 22",article
Quelles sont les règles applicables en matière de : sauf dans les cas où la loi en dispose autrement et sans préjudice des,droit_penal,"Code de procedure penale, art. 22",query_variant
"(LOI N°2022-192 DU 11 MARS 2022) La police judiciaire est exercée, sous la direction du Procureur de la République, par les officiers, les fonctionnaires et les agents désignés au présent titre et par tout autre texte législatif ou réglementaire.",droit_penal,"Code de procedure penale, art. 23 NOUVEAU",article
"Dans quel cas la loi prévoit-elle que (loi n°2022-192 du 11 mars 2022) la police judiciaire est exercée, sous la direction",droit_penal,"Code de procedure penale, art. 23 NOUVEAU",query_variant
La police judiciaire est placée sous la surveillance du procureur général près la Cour d'Appel et sous le contrôle de la Chambre d'instruction dans les conditions prévues aux articles 255 et suivants.,droit_penal,"Code de procedure penale, art. 24",article
Peux-tu m'expliquer ce que dit le droit ivoirien sur : la police judiciaire est placée sous la surveillance du procureur général près la cour,droit_penal,"Code de procedure penale, art. 24",query_variant
"La police judiciaire est chargée, suivant les distinctions établies au présent titre, de constater les infractions à la loi pénale, d'en rassembler les preuves et d'en rechercher les auteurs tant qu'une information n'est pas ouverte. Lorsqu'une information est ouverte, elle exécute les délégations des juridictions d'instruction et défère à leurs réquisitions.",droit_penal,"Code de procedure penale, art. 25",article
"Peux-tu m'expliquer ce que dit le droit ivoirien sur : la police judiciaire est chargée, suivant les distinctions établies au présent titre, de constater",droit_penal,"Code de procedure penale, art. 25",query_variant
